"id_notes_biblio","id_biblio","date_notes_biblio","id_redacteur","notes_biblio"
134,7315,2005-09-16,"HM","--- Horticulteurs et pépiniéristes sont susceptibles de réagir à de nombreux produits végétaux : tiges, bulbes, etc… pollens de tomates, fraisier, paprika, pyrèthre et en extérieurs colza, tournesol, betterave. Plantes elles-mêmes : ficus, gypsophile, etc"
135,7318,2005-09-16,"HM","--- La figure 1 montre des profils de différents laits (a = coloration des protéines ; b = glycoprotéines) [Hormis le 18 kD absent chez la femme, il n’y a pas de différences flagrantes entre vache, chêvre, brebis, jument ou chamelle. Moins de glycoprotéin"
136,7320,2005-09-16,"HM","¤¤¤
--- Préparation d'un recombinant de la portion C-terminale de l'omega-5-gliadine du blé et qui contient les 11 épitopes décelés par les auteurs dans cette gliadine."
137,7321,2005-09-16,"HM","--- Les auteurs ont testé en CAP different nuts chez des sujets avec ""allergie"" à l'arachide (n=8-12, enfants, Japon, pas de TPO, 5/12 avec anaphylaxie) et d'autres (n=6-9) avec CAP+ arachide mais sans allergie.
--- [la fig 1 permet de voir (mais quand m"
138,7325,2005-09-16,"HM","--- Les premières études concernant le pouvoir allergisant des blattes remontent à 1964. Aux US B.germanica est domestique tandix que P.americana est vu aussi dans les bâtiments publics et immeubles. P.americana préfère des températures chaudes et prédomi"
139,7332,2005-09-16,"HM","--- La fig 1 donne l’évolution cumulée et année par année des allergènes connus (jusque juillet 2005).
--- La table 1 donne les BDD d’allergènes
--- Le BIFS date de 1998 mais n’est pas mis à jour
--- L’Allergen Database non plus (elle contient quelques"
140,7336,2005-09-16,"HM","Une certaine proportion des sujets présentant une symptomatologie respiratoire s'avèrent être TC négatifs pour les aéroallergènes ""atopiques"" 'acariens, graminées, phanères, etc..). C'est la conclusion des auteurs au point âge=10 ans de leur cohorte de l'"
141,7337,2005-09-16,"HM","--- Résultats du GA2LEN Network quant aux prévalences de TC+ pour des aéroallergènes [sachant que tous n’ont pas été testés partout et que les extraits utilisés différaient entre pays].
--- [Voir 7337 papier pour les résultats. Les % de TC+ varient beauc"
142,7338,2005-09-16,"HM","--- La transfusion est capable d'induire une sensibilisation passive. Une étude avait relevé 12 % de donneurs à risque sur la base d'un questionnaire.
---  Les auteurs ont étudié 1002 Suédois (S) et 500 Norvégiens (N) : 14 CAP ont été testés. Globalement"
143,7340,2005-09-16,"HM","--- Les pousses de soja classique (Glycine max) ne sont pas consommées crues du fait de leur contenu en lectines et en inhibiteur trypsique affectant la digestion (Bowman-Birk). Les pousses de soja consommées en fait proviennent du pois mung (Vigna radiat"
144,7342,2005-09-16,"HM","--- Isolement de Cuc m2 (0,16 % des protéines du melon) qui a 98 % d’identité avec Pru p4, 84 % avec Hev b8, 75 % avec Che a2, 74 % avec Bet v2 et 71 % avec la profiline d’ambroisie (A.artemisiifolia).
--- Chez des sujets avec allergie au melon (histoire"
145,7343,2005-09-16,"HM","--- [Asero donne une classification très artificielle des allergènes alimentaires dans la fig 1 = cupines, prolamines, PR et structuraux/métaboliques]. 
--- Dans la fig 2, un algorithme décisionnel est proposé pour les réactions cliniques aux rosacées et"
146,7344,2005-09-16,"HM","--- Isolement de Pen b 26 (11 kD) : 76 % d’identité avec la P1 ribosomal protein d’Asp.fum., 73 % Neurospora crassa, 71 % Cla h 12, 67 % Alt a 12, 67 % Saccharomyces pombe.
--- Les protéines ribosomales sont retrouvées chez l’homme, d’où une possible aut"
147,7345,2005-09-16,"HM","--- Il arrive que la cuisson entraîne une augmentation de l’allergénicité, soit du fait d’une susceptibilité particulière (ex Kustner), soit par formations de néo-allergènes (Pascual CY Monogr Allergy 32(96)174).
--- Les auteurs ont développé un Ab de la"
148,7346,2005-09-25,"HM","[correspond à 8121]"
149,7347,2005-09-25,"HM","[voir aussi 7347 EAACI Position Paper]"
150,7348,2005-09-25,"HM","[EAACI Position Paper]"
151,7359,2005-09-26,"HM","--- Les parvalbumines sont présentes dans les muscles des vertébrés (en faible concentration dans le cas des vertébrés supérieurs). Elles joueraient un rôle dans la relaxation en tamponnant Ca2+.
--- Les parvalbumines sont très solubles dans l'eau [d'où "
152,7361,2005-09-26,"HM","¤¤¤
Etude cristallographique de rDer p1.
Les auteurs évoquent les différences de réactivité avec d’autres acariens et notent que beaucoup de changements d’AA par rapport à Der p1 se trouvent en surface de molécule."
153,7366,2005-10-04,"HM","--- Etude d'une cohorte d'adolescents (age moyen 14 ans) (Danemark) dans le cadre d'une étude transversale (pas de sélection a priori). Si les auteurs concluent à une prévalence d'allergie à l'arachide de 0,5% dans cette population, la fréquence de TC+ ar"
154,7370,2005-10-04,"HM","--- [Commentaires sur un autre article].
La composition des moisissures en protéines (allergènes, antigènes) change avec le milieu de culture."
156,7378,2005-10-10,"HM","[pas d'intérêt]"
157,7385,2005-10-13,"HM","¤¤¤
Etude sur un patient ayant été allergique au lait: son IgE-réactivité actuelle semble restreinte à des épitopes glucidiques de la kappa caséine de vache (elle disparaît après periodate).
[Bizarement], aucune réactivité avec les fromages de vache, ni"
158,7389,2005-10-13,"HM","--- Si les épitopes continus peuvent être rapprochés par des méthodes d’overlapping, les épitopes discontinus nécessitent d’autres techniques : cristallographie de complexes Ag-Ab, mutagénèse dirigée ou mimotopes. Ces derniers sont des peptides synthétiqu"
159,7391,2005-10-13,"HM","--- Les auteurs avaient montré que Jun a 1 possédait des glycanes de type Lewis a [6935]. Ici ils montrent que Cry j 1 aussi.[Seulement la proportion de Lewis a est différente:
Gn-Gn-XF: 75% dans Jun a 1 et 47% dans Cry j 1
Lewis a-Gn-XF: 23% et 38%
Le"
160,7392,2005-10-13,"HM","[bof]"
161,7393,2005-10-13,"HM","--- En Corée B.germanica prédomine (on trouve aussi P. am, P. fuliginosa et P. japonica).
--- Caractérisation d’une sérine protéase (trypsine) (35 kD) dans B.germ qui à % identité de 42-57 % avec Der f3, Der p3, Eur m3.
Cette serine-protéase a une origi"
162,7400,2005-10-15,"HM","--- Description d’un cas d’allergie au chou-fleur chez un adulte pollinique (graminées, platane, cyprès mais pas armoise) ayant des antécédents d’OAS (rosacées, melon, noix, arachide) (Espagne). Il est TC+ pour le chou-fleur, pour la LTP de pêche et de tr"
163,7401,2005-10-15,"HM","--- Gammarus est une crevette d’eau douce. Utilisée en aquaculture, par les aquariophiles (poissons, tortues) et en élevage de volailles.
--- On connaissait des cas d’allergie respiratoire, ici les auteurs rapportent 3 cas (dont 2 avec urticaire). TC+ Ga"
164,7404,2005-10-15,"HM","Prick tests carried out with the extract of the 16th day in 79 atopic individuals (from sugar cane area), 35 atopic individuals (from urban area) and 11 non- atopic individuals showed respective positivity of 29%, 9% and 0%"
165,7409,2005-10-21,"HM","--- Des peptides inhibiteurs de l’angioconvertase ont été décrits dans le lait, la gélatine, divers poissons, le maïs, le blé, le soja, le poulet, le porc,….
--- On peut obtenir des peptides ACE inhibiteurs par hydrolyse (thermdysine, alcalase, pepsine) "
166,7417,2005-10-21,"HM","--- Pourquoi les allergènes suscitent une réponse Th2 de la part des cellules dendritiques ? Les auteurs font l'hypothèse de motifs en surface des allergènes, à l'image des PAMP reconnus par des récepteurs comme les TLR.
---  Les auteurs ont utilisé diff"
167,7426,2005-11-02,"HM","--- Il est en général admis que la mTG n'entraine que des cross-links dans les aliments. Mais les preuves de cela sont limitées et des protéines déamidées ou conjugnées à des amines libres sont possibles. Le résultat doit être dépendant des aliments et de"
168,7435,2005-11-02,"HM","--- On connaît plus de 100 espèces de Penicillium.
--- Les auteurs ont étudié 14 penicilliums différents avec le sérum de 6 sujets TC+ et CAP+ (Canada). En blot, ils trouvent de grandes variations entre les espèces, le P.chrysogenum donnant [avec ces sér"
170,7443,2005-11-02,"HM","[voir tables en FT]
--- Les auteurs redémontrent l'antigénicité particulière d'un 33 mer issu d'alpha-2-gliadines et d'un 26 mer issu de gamma 5 gliadines.
---  En analysant le proteome du gluten, au moins 60 peptides différents montrent des caractérist"
171,7447,2005-11-02,"HM","--- L'ABPA est une entité qui peut survenir chez des sujets souffrant d'asthme ou de mucoviscidose (CF). On a utilisé Asp f 4 et Asp f 6 pour différencier ABPA et allergie à Aspergillus (Hemmann S JACI 104(99)601).
--- Les conidies en germant donnent des"
172,7448,2005-11-02,"HM","--- Cohorte de 23 sujets allergiques à l’orange [tous sauf le n°10 sont les mêmes que dans [7222]].
--- Les auteurs isolent la profiline Cit s2 (identité 73 % avec Bet v2 et 97 % avec Pru p4). En TC 18/23 sujets sont positifs pour Cit s2.
Chez 3 sujets,"
173,7450,2005-11-02,"HM","--- Clado, Peni et Asp sont très fréquents indoor.
--- Plus de 60 % de sujets sont IgE-réactifs aux alc/vac.serine protéases chez les asthmatiques sensibilisés aux moisissures.
--- Rhodotorula mucilaginosa est une levure très couramment présente dans l’"
174,7452,2005-11-04,"HM","--- On estime à 50 % les allergiques aux acariens parmi la population allergique.
--- Si l’on a décrit 19 allergènes différents dans D.ptero, il existe au moins 30 protéines IgE-réactives.
Der p1 et p2 sont les plus importants ; Der p5 et 7 sont reconnu"
175,7453,2005-11-04,"HM","--- Cor a 1 (pollen) et Bet v 1 sont cross-réactifs au niveau des épitopes T [126 et ref 9]. Cor a 1.04 (noisette) a 67 % d’identité avec Bet v1 et 60 % avec Cor a 1. Cor a 1.04 semble avoir plus d’homologie avec Bet v1 qu’avec Cor a 1 au niveau des épito"
177,7463,2005-12-01,"HM","¤¤¤
--- Sous l'action de la laccase et de la TG, c'est surtout la troponine T et la chaîne lourde de myosine qui sont affectées. [essais sur extraits de viande de poulet]."
178,7464,2005-12-01,"HM","--- Les transgénèses d’alpha-amylase inhibitor (AAI) de Phaseolus vulgaris dans le pois ou l’azuki bean confèrent une résistance vis à vis de charançons et coléoptères.
--- Les auteurs montrent que l’AAI de l’haricot subit une glycosylation modifiée dans"
179,7465,2005-12-01,"HM","--- [Ce travail voudrait démontrer qu'il est possible de localiser in silico des épitopes B en se basant sur 2 choses : les épitopes B décrits dans la littérature (et inclus dans SDAP) et un calcul de similitude avec ces épitopes en termes de ""physical-ch"
180,7467,2005-12-01,"HM","--- On a montré la présence d’équivalents des groupes 1,3,8,11 et 14 des acariens dans Sarcoptes.
Les GST sont ubiquitaires chez les eucaryotes et ont de multiples fonctions. On distingue 10 classes de GST (avec des lettres grecques), l’identité d’une cl"
181,7484,2005-12-01,"HM","--- [Travail financé par le FARRP et l’ILSI].
--- Travail sur des extraits de noisette et de pomme (dont la dégradation des PR-10 est prévenue par PVPP et diethyl-dithio-carbamate) : 1 h à 37 °C à pH2 avec 0,3 % w/v pepsine.
--- La réactivité (RAST mais"
182,7486,2005-12-01,"HM","--- Comparaison des profils 2D de réactivité de 35 sujets coeliaques et de 16 sujets allergiques au blé [20 enfants parmi les 35 CD, que des adultes parmi les allergiques au blé].
---  Les auteurs montrent des blots IgA pour CD et IgE pour allergie. En m"
183,7493,2005-12-01,"HM","--- Le kiwi gold (marque Zespri) a été introduit en NZ en 1977.
--- Chez 5 sujets avec TPODA+ kiwi green, les auteurs trouvent 4 fois un TPODA+ gold. (le TPODA négatif était aussi le seul TC négatif gold). Le gold inhibe le green en ELISA (pool n=5).
--"
184,7495,2005-12-01,"HM","--- Description d’une réaction sévère chez un enfant de 4 ans (Espagne) à l’ingestion d’un gland (Quercus ilex) [on suppose sans cuisson], suivie d’une réaction similaire quelques mois après avec une châtaigne [crue aussi = ?]. Pas d’allergie au latex ni "
185,7502,2005-12-05,"HM","--- Un cas de rhinite/asthme professionnel chez une femme de 40 ans (Espagne) à l’épluchage/tranchage des carottes (et ± du céleri). Elle présente aussi une allergie assez sévère avec la carotte crue mais tolère la carotte cuite (et les épices et le céler"
186,7505,2005-12-05,"HM","[= poster 7091]
--- Selon les pays et les climats, jusqu’à 30 % des sujets avec rhinite ou asthme ou DA peuvent être allergiques à une moisissure. La sensibilisation à Alternaria est retrouvée chez 66 % des sujets positifs pour une moisissure [5077]. Ung"
187,7506,2005-12-13,"HM","--- Entre 1 et 2 % des sujets asthmatiques et 7 à 9 % des sujets avec mucoviscidose développent des épisodes d’ABPA. En TC, la positivité à Aspergillus est de 20-25 % et 31-59 %.
--- Il est supposé que le passage à l’ABPA se fait sur un terrain favorable"
188,7510,2005-12-13,"HM","Les auteurs ont comparé la structure 3D de Der f 2 normal et de Der f 2 mal-refoldé volontairement : le variant mal refoldé présente un comportement Th1 contrairement au Der f 2 normal. [article ayant pour but de chercher un allergène optimum pour la dése"
189,7511,2005-12-29,"HM","Caractérisation de rAsp f 8, une P2 ribosomal protein qui a 62% d'identité avec 2 protéines homologues humaines.
Parmi des sujets sensibilisés à Aspergillus, rAsp f 8 est IgE+ chez 14/92 des ABPA et 6/75 des DA

Asp f 8 et autoimmunité:
The proliferat"
190,7512,2005-12-13,"HM","--- Etude de la réactivité clinique pour D.pter et B.trop.
Chez 42 sujets avec rhino-conj/asthme [… quasiment tous TC+ Dpter : 41 sur 42 sujets, alors que 55 % seulement de TC+ B.trop].
En tests conjonctivaux (n = 32) ou bronchiques (n = 15), tous les s"
191,7513,2005-12-29,"HM","--- Etude de Der p1 = % identité 29 % avec actinidine, 24 % avec papaïne.
Un site de N-glycosylation en 52-54 qui ne semble pas glycosylé (pas de liaison ave la concanavaline A). Chapman (J Immunol 125(80)587) avait trouvé une glycosylation (mannose et a"
192,7514,2005-12-13,"HM","--- Les auteurs ont étudié la cinétique et l'affinité de divers ligands pour un IgE – mAb (SPE7). Ils observent qu'au départ les différents ligands s'associent à l'anticorps avec une même affinité ; les ligands non spécifiques se dissocient à la suite d'u"
193,7515,2005-12-13,"HM","--- De nombreuses protéines (enzymes, anticorps) sont capables de promiscuité. Avec l'IgE-mAb SPE7 les auteurs montrent qu'il existe une forme de spécificité malgré la multiplicité des ligands. Ce n'est pas du à une interaction non-spécifique de type hydr"
194,7516,2005-12-13,"HM","--- La réactivité croisée provient-elle d’une diversité de conformations préalable ? ou d’une adaptation dynamique du paratope en fonction de son ligand (""induced-fit"") ?
Les auteurs montrent qu’un mAb IgE reconnaissant le DNP se présente sous la forme d"
195,7522,2005-12-13,"HM","--- Les auteurs ont inclus les TC de 2 graines (Brassica napus oleifera et B. rapa oleifera) dans leur work-up. Ils trouvent 11 % d’enfants TC+ à 1 ou 2 de ces extraits (n = 1887, Finlande), avec une corrélation = 0,69 entre les diamètres. Cette prévalenc"
196,7525,2005-12-13,"HM","[même article dans RFAIC n°1, 2006, p31-35 !!]
--- 1 cas d’all. resp. (rhinoconj + asthme) et allergie alimentaire au porc (viande et boudin noir). TC+ chat et chien. CAP+ pour albumines (chat, chien, porc, vache) et squames (chien, vache, cheval).  La p"
198,7532,2005-12-29,"HM","Mala s 10 = 86.1 kDa for HSP,  and Mala s 11 = 22.4 kDa for
MnSOD. Their IgE-binding frequencies were shown to be
69% and 75%, respectively, to 28 sera from AEDS
patients with serum IgE to M. sympodialis extract,

Mala s 10 a 42% d'identité avec l'HS"
199,7535,2005-12-19,"HM","--- Le rôle des parasites intestinaux dans l’allergie et l’asthme est controversé : parfois il est suggéré un effet protecteur, notamment avec S.mansoni (Brésil, Equateur, Afrique), parfois un risque plus élevé de wheezing/asthme est relevé (Ascaris lumbr"
200,7537,2005-12-19,"HM","--- Etude à Caracas de la sensibilisation à D.ptero et à Blomia tropicalis et kuligani (n = 204 enfants et adultes). [Peu de différences] en TC+ : D. ptero 93 %, B.trop. 91 % et B. kuligani 77 %. Aucun B. kuligani+ isolément. Mono-D.pter chez 9 % et mono-"
201,7539,2005-12-20,"HM","--- Divers travaux ont montré que des sujets allergiques à la morue pouvaient tolérer d’autres poissons [1244, 2185, 862] (Aas K Int Arch Allergy 30(96)257, Haydel R JACI 91(93)344).
--- Les auteurs ont recruté 12  patients allergiques au poisson (dont 7"
202,7541,2005-12-20,"HM","--- Les PR-10 alimentaires (pomme, céleri, noisette) ont des épitopes T croisant avec ceux de Bet v 1 [126, 888, 5207, 7237, 7453]. L'ingestion de ces aliments favorise l'activation des cellules T Bet v1 – spécifiques [6479].
---  Les auteurs montrent qu"
203,7542,2005-12-20,"HM","--- Un cas [très bizarre] de réaction cutanée localisée et reproductible après ingestion d'asperge. Les tests cutanés ne sont positifs qu'au niveau des zones érutives !"
204,7543,2005-12-22,"HM","--- En GB la prévalence d’allergie auf fruits à coque (enfants) est de 2 % et celle pour l’arachide 1,4 % (celle-ci a triplé en 4-6 ans).
--- Les auteurs rappellent qu’ils avaient trouvé 19 % de CAP négatifs fruits à coque chez des sujets pourtant allerg"
206,7547,2005-12-26,"HM","--- Les auteurs font un recombinant d’alpha tubuline de Tyroph. putrescentiae et le trouvent IgE+ che 29 % de sujets Tyroph+ (Séoul).
L’alpha tubuline a 97 % d’identité avec celle de Lepido, 95 % avec celle de drosophile, 94 % avec celle de Bombys mori. "
207,7548,2005-12-26,"HM","[Monsanto]
--- [Beaucoup de poncifs = séquence -> structure II -> structure III donc on peut se servir des comparaisons de séquence. Pas de RC si < 50 % d’identité et RC pas systématiques si > 70 %].
--- Les auteurs ont cherché à mesurer la probabilité "
208,7549,2005-12-26,"HM","--- Les auteurs avaient montré la présence de 65 spots IgE- réactifs dans le pollen de cynodon (Kao SH Proteomics 5(05)3805).
--- Un allergène de 46 kD, avec similitude avec une cytochrome c oxidase III du maïs a été noté (Wu W J Biomed Sci 8(01)342).
-"
209,7554,2005-12-30,"HM","--- Les auteurs isolent un allergène de 20 kD dans le kiwi. Cette protéine a 75 % d'identité avec Grip 22, une protéine ripening-related du raisin (Davies C Plant Physiol 122(00)803) et entre 40 et 69 % avec diverses séquences déduites du génome du riz. F"
210,7561,2005-12-26,"HM","¤¤¤
Les auteurs estiment entre 15 000 et 500 000 le nombre d'IgE/basophile."
211,7565,2005-12-29,"HM","--- [Correspond en partie au poster 8035 qui traite d’Act c2]
Le contenu en protéines varie avec la maturité des fruits. Cela peut poser problème pour les extraits s’ils ne correspondent pas aux conditions réalistes d’exposition.
--- Ici les auteurs mon"
212,7567,2005-12-29,"HM","[correspond à 6643 et voir à 7567 papier]"
213,7570,2005-12-29,"HM","--- Etude de 117 sujets (10-75 ans, Strasbourg), la plupart avec rhino-conj/asthme. Pollinose au bouleau (histoire, TC) chez 83. Poly-réactivité chez 102. Mono-réactivité bouleau chez 9 (soit 10,5 %).
--- Avec rBet v 1+ les auteurs trouvent VPP 92 % et V"
214,7571,2005-12-29,"HM","--- Description d'un cas d'allergie alimentaire à Penicillium camemberti (croùte de fromage) chez un enfant sans antécédents d'allergie aux moisissures (mais allergique aux acariens, chat, graminées). Il est TC+ pour Penicillium, Rhizopus et Stemphyllium "
215,7572,2005-12-29,"HM","--- Un cas d’allergie au lait chez un enfant (11 ans) avec allergie aux acariens. Dans un premier temps une urticaire généralisée après pizza (3 fromages). [Antécédents pour le lait = apparemment non]. TC natifs+ pour les fromages (LV, LC, LB). Une évicti"
216,7573,2005-12-29,"HM","--- Un cas d'allergie au fromage de vache sans allergie au fromage de brebis. La patiente a vu ses réactions cliniques débuter à l'âge de 38 ans (elle ne consommait ni lait ni yaourts depuis l'enfance). Pas d'allergie vis à vis des pneumallergènes (y comp"
217,7574,2005-12-29,"HM","--- Description d'un cas de réaction sévère liée à un [probable] isolat de blé [pas de TPO] chez une adulte sans ATCD. TC+ pour isolat mais négatif pour le blé et d'autres céréales. Le RAST DPC est négatif pour le blé mais en ELISA (Allerbio), il est trou"
218,7575,2005-12-29,"HM","--- La validité des extraits de corps totaux est discutée. Cela vaut pour les TC et le CAP. Les auteurs spécialisés (Peng et Simons ou Reunala) fabriquent eux des extraits de salive.
--- La désensibilisation a été tentée par quelques auteurs avec des con"
219,7577,2006-01-05,"HM","--- Bardor [5693] a montré qu'un % important de sujets non allergiques avait des IgG et des IgM anti-xylose et/ou anti-fucose 1,3
--- Si des Ab (polyclonaux) de lapin ont pu être préparés qui reconnaissent soit le X soit le F [5744, 1568], les mAb murins"
220,7580,2006-01-05,"HM","--- A partir d’extraits de gants de 3 fournisseurs (et 8 lots) les auteurs ont cherché quels étaient les allergènes les plus reconnus par 20 HCW (Taïwan) (TC+ et CAP+). 
En blot+ ESI/MS/MS ils trouvent Hev b1 (85 % des HCW), hévamine (55 %) et Hev b13 (1"
221,7582,2006-01-05,"HM","--- Mal d 1 a 55 % d'identité avec Bet v 1a.
Les isoformes de Mal d1 ont une IgE-réactivité similaire entre elles. La plus abondante est Mal d1.02 (= Mal d 1 b).
--- Les PR-10 ont tendance à former des dimères : ici Mal d1. (pour Api g1: [1344])
---  L"
222,7585,2006-01-05,"HM","--- Les germin-like sont des glycoprotéines ubiquitaires avec, entre autres, un rôle de défense. Parfois une activité oxalate oxydase ou SOD. Les germines font partie de la superfamille des cupines.
--- Cohorte de 29 sujets (26 polliniques), [La plus gra"
223,7591,2006-01-15,"HM","--- Altmann propose d’utiliser des glycopeptides conjugués à la BSA. L’HRP est chère et la broméline (en tant que telle) doit être inactivée et contient MUXF. La broméline, monovalente, n’est pas utilisable en histamino-libération. Pour avoir des glycopep"
225,7611,2006-01-16,"HM","--- Etude de prévalence de réactivité cutanée (TC stallergènes) dans un échantillon (n=537) du personnel du CHU de Montpellier. Si 197 sujets rapportent des symptomes liés au latex (gêne cutanée, rhinite,…), 38 (soit 7,1 % au total) sont trouvés TC+
--- "
226,7613,2006-01-16,"HM","--- Grote [3938] avait montré en microscopie électronique qu’un Ab anti-Phl p4 révélait aussi une protéine dans le céleri (tubercule).
Si env. 70-88 % des polliniques aux graminées sont IgE+ pour Phl p4, cet allergène contribue moins aux kU que Phl p1 et"
227,7616,2006-01-17,"HM","--- la kappa caséine de vache est sous des formes mono-, bi- ou tri-O-glycosylées"
228,7617,2006-01-17,"HM","¤¤¤
[vraiment pas grand chose dans le résumé !
Apparemment des sujets ""allergiques"" à la farine de blé sont ""sensiblisés"" à la broméline. Tout in vitro ? Inhibitions conduites ?]"
229,7619,2006-01-25,"HM","¤¤¤
Description d’un cas d’anaphylaxie due à Blomia freemani dans la farine de pancake chez un enfant TC+ D pter et D.far [allergie = ? dans le résumé]. (Taïwan)."
230,7624,2006-01-25,"HM","--- Les auteurs ont quantifié les différents glycanes présents sur les 8 sites de glycosylation d'Hev b 4.
Leurs résultats soulignent très bien plusieurs caractéristiques des chaînes glucidiques (table 2++):
1) les 8 sites sont glycosylés différemment l"
231,7625,2006-01-25,"HM","[bof]"
232,7626,2006-01-25,"HM","--- 24 HCW avec allergie prouvée pour le latex (Espagne). 16 d’entre eux sont vus après 6 mois d’immunothérapie au latex. (JACI 111(03)985) : en blot on voit une augmentation de la bande 22 kD (probablement la pro-hévéine). Des néo-bandes parfois mais fai"
234,7630,2006-01-31,"HM","--- Les auteurs sont partis d’Allergome (au 1/3/05) : ils ont trouvé 157 allergènes polliniques séquencés (ou partiellement). Ils ont appliqué une recherche avec Pfam et ont trouvé 29 familles (comparativement aux 2615 familles de protéines végétales dans"
235,7633,2006-01-31,"HM","--- On trouve dans la banane une lectine de type jacaline, une TLP, une BI,3 glucanase, une chitinase type 3 (Peumans WJ Plant Physiol 130(02)1063).
--- Dans CAZY, on trouve des Beta glucanases GH16 et GH17. L’enzyme de la banane est une GH17 et a la str"
236,7634,2006-01-31,"HM","-- Les auteurs ont étudié 1040 HCW en 1997-99 puis 92% d'entre eux en 2000-02 après conversion de l'hôpital aux gants poudrés.
-- Au départ, 21,8% des sujets rapportent des symptômes liés aux gants (surtout dermatologiques), mais 6% seulement sont TC+ la"
238,7638,2006-02-03,"HM","--- 4 groupes de sujets avec CF = 
* contrôles (pas d'IgE ni d'IgG anti-aspergillus), 
* sensibilisés (positifs pour rAsp f1 et/ou rAsp f3), 
* ABPA classiques (positifs aussi pour rAsp f4 et/ou rAsp f6 + 6 des 7 critères cliniques de Nelson), 
* ABPA"
239,7639,2006-02-03,"HM","--- 31 enfants (Espagne) dont 20 SB et 6 non-SB mais avec au moins 2 opérations (non SB2)
En CAP rHev b1 est positif chez 15 des 20 SB, 2 des 6 non-SB2 et aucun des autres [mais ces derniers sont en trop faible nombre pour tirer des conclusions solides]."
241,7645,2006-02-03,"HM","--- Les poissons ont 2 types de muscles : ceux pour une nage continue (dark muscle ou red muscle) situés sous la peau, et ceux pour de courtes accélérations (white muscle ou light muscle). Les poissons sont plus (thon, bonite) ou moins (morue, plie) actif"
242,7647,2006-02-03,"HM","A tight junction protein occludin of 16HBE14o- cells can be cleaved by
Pen ch 13
Pen ch 13 may contribute to asthma by damaging the barrier
formed by the airway epithelium and stimulating the release of mediators that
orchestrate local immune response"
243,7648,2006-02-03,"HM","[Aucun intérêt : questionnaires, minorité d'allergologues, âge moyen 38 ans -> 0,2% d'allergies alimentaires]"
244,7651,2006-02-03,"HM","[analyse dans Alim'Inter 2006, n°3, p149]"
245,7654,2006-02-15,"HM","[sans intérêt au vu du résumé et faible nombre d'observations]"
247,7664,2006-02-15,"HM","--- Description d’un cas d’anaphylaxie à le grenade chez un sujet poly-pollinique (21 ans, Espagne). Il est TC+ natif grenade et TC+ commercial pêche, pomme, riz ainsi que noisette et arachide (auxquels il réagit cliniquement aussi).
--- En blot les aute"
248,7680,2006-02-25,"HM","--- Les auteurs ont isolé les 2S albumines (10-14 kD) des graines de colza (B. napus ol.) et navette (B. rapa ol.) qu’ils trouvent ELISA+ chez env. 80 % des enfants (cohorte de 72, âge moyen 3,3 ans, Finlande, DA 100 %).
En TC (n = 6) tous les enfants so"
249,7686,2006-02-25,"HM","--- Dans un travail antérieur, les auteurs avaient trouvé peu ou pas de RC entre melon et d’autres cucurbitacées (concombre, cantaloup, pastèque) (ref 11).
--- Les auteurs ont étudié 17 adultes (Iran) avec allergie au melon (TC+).
Ces sujets ont surtout"
250,7689,2006-02-25,"HM","¤¤¤
Proteolytic antigens present in HDM, German cockroach and american cockroach activate the p44/42 MAPKs airway epithelial cells, which lead to elevated IL-8 production and initiation of the inflammatory cascade."
251,7696,2006-02-25,"HM","--- Blatta orientalis se rencontre, en fait, en Europe. Periplaneta americana et futiginosa sont ubiquitaires. P. japonica est vu dans des régions à climat froid et en Corée. Blatella germanica est distribué partout.
--- Les blattes provoquent souvent un"
252,7697,2006-02-25,"HM","Famille de fungi avec Alternaria, Ulocladium, Stemphyllium, Curvularia = Pléosporacés.
Avec un Ab anti-Alt a 1 les auteurs confirment la présence d'une RC dans les fungi Pléosporacés mais pas avec Cladosporium, Penicillium ou Aspergillus"
253,7703,2006-03-22,"HM","--- Etude de la réactivité croisée entre B.tropicalis et B.kuligani (n = 25, Colombie, mais n = ? dans le pool pour les inhibitions). Les auteurs montrent une corrélation (r = 0,90) entre diamètres de TC, entre kU (r = 0,96) et une totale inhibition récip"
254,7704,2006-03-22,"HM","--- Description d’un cas d’allergie à la chérimole (2 autres cas décrits [4426, 1987]) chez une femme non-HCW (Espagne) avec allergie à la banane, puis latex, kiwi  et châtaigne.
TC+ chérimole, avocat, banane, châtaigne, Hev b 6.02 et Pers a 1. Le test B"
255,7709,2006-03-22,"HM","--- un cas d'allergie à des conserves homemade de tomates additionnées d'un préservant contenant de l'aspirine … auquel le patient est allergique (Turquie)"
256,7711,2006-03-22,"HM","[pas d'intérêt: le diagnostic d'allergie au latex a été posé par questionnaire + CAP]"
258,7720,2006-03-22,"HM","--- Isolement d’Hev b 7.02 (qui ne diffère de l’allergène de Sowka que d’1 AA).
En CAP, rHev b 7.02 (E.coli) est positif chez 28 % de 60 HCW allergiques au latex (Allemagne + Portugal), chez 33 % de 15 spina (Portugal) mais chez aucun des 10 polyopérés n"
259,7721,2006-03-22,"HM","--- Les auteurs ont testé l’allergénicité potentielle d’une moutarde (B.juncea) exprimant une choline oxydase d’Arthrobacter globiformis. Cette enzyme confère une résistance à des stress abiotiques (notamment le froid [ ? ? en Inde]). Elle a été testée au"
