"id_biblio","date_biblio","id_redacteur","auteurs","titre","journal","annee","volume","supplement","numero","prem_page","dern_page","autre_media","abstract","lien_ressource_web","full_text_disponible","doublon_vu"
7183,2005-07-01,"HM","Hantusch B. Szalai K. Knittelfelder R. Krieger S. Wallmann J. Vogel M. Stadler BM. Boltz-Nitulescu G. Jensen-Jarolim E.","Anti-idiotypic Fab fragments structurally mimic IgE epitopes of major grass pollen allergen Phl p 5: revival of the network","Allergy Clin Immunol Int",2005,"17","Suppl. 1",,"468",," ","1301 - 

Background: Recently, we generated peptide mimotopes from a random phage display library, which structurally mimicked the IgE epitopes of grass pollen
allergen Phl p 5. They enabled the localization of natural IgE epitopes on the allergen´s su"," ",VRAI,VRAI
7184,2005-07-01,"HM","Blume C. Foerster S. Seitzer U. Behrendt H. Traidl-Hoffmann C. Petersen A.","Processing and presentation of grass pollen allergens","Allergy Clin Immunol Int",2005,"17","Suppl. 1",,"471",," ","1309 - 

Background: Before an allergic reaction can be caused by crosslinking IgE antibodies on mast cells, the grass pollen allergens have to pass many different
interfaces, e.g. nasal secretions, bronchial epithelium and immune cells like antigen pr"," ",VRAI,VRAI
7185,2005-07-01,"HM","Gieras A. Focke M. Ball T. Hartl A. Thalhamer J. Valenta R.","Haptens derived from the major timothy grass pollen allergen Phl p 1 inhibit allergen-induced basophil degranulation","Allergy Clin Immunol Int",2005,"17","Suppl. 1",,"471",," ","1310 - 

The timothy grass pollen allergen, Phl p 1 is an important respiratory allergen for approximately 400 million allergic patients. We have established a model
system for dissecting Phl p 1-induced basophil degranulation. For this purpose we have"," ",VRAI,VRAI
7186,2005-07-01,"HM","Hashimoto K. Goto S. Kawano S. Aoki-Kinoshita KF. Ueda N. Hamajima M. Kawasaki T. Kanehisa M.","KEGG as a glycome informatics resource","Glycobiology",2006,"16",,"5","63R","70R"," ","
Bioinformatics approaches to carbohydrate research have recently begun using large amounts of protein and carbohydrate data. In this field called glycome informatics, the foremost necessity is a comprehensive resource for genome-scale bioinformatics ana"," ",VRAI,FAUX
7187,2005-07-01,"HM","Avagyan A. Gerhold K. Ahrens B. Dittrich AM. Quarcoo D. Beier K. Hamelmann E.","Prenatal exposure to aerosolized lipopolysaccharides prevents subsequent allergen-induced sensitization and airway inflammation in young mice","Allergy Clin Immunol Int",2005,"17","Suppl. 1",,"471","472"," ","1312 - 


Background: Based on the protective ""farm effect"", new approaches to prevent allergic diseases, particularly in early childhood, focus on the use of
immunomodulatory components like bacterial lipopolysaccharides (LPS). Exposure time points i"," ",VRAI,VRAI
7188,2005-07-01,"HM","Debevc F. Zwacka G. Poehlmann TG. Markert UR.","Why is an allergen an allergen ?","Allergy Clin Immunol Int",2005,"17","Suppl. 1",,"472",," ","1314 - 

Background: People and animals are exposed to an enormous variety of non-self proteins. Only a few of them tend to become an allergen. The reasons
and underlying mechanisms are widely unknown. A cascade of factors of dendritic cells, T cells a"," ",VRAI,FAUX
7189,2005-07-01,"HM","Söderström L. Nordlund M. Nilsson C. Nilsson M. Lilja G.","Low levels of allergen specific IgE antibodies during early infancy in a Swedish birth cohort","Allergy Clin Immunol Int",2005,"17","Suppl. 1",,"483",," ","1339 - 

Background: A correct diagnosis of IgE-mediated disease is the prerequisite for secondary allergy prevention during early childhood. Objective: To evaluate
the diagnostic efficacy of detecting low levels of IgE sensitisation to food and inhala"," ",VRAI,FAUX
7190,2005-07-01,"HM","Toche P. Lagos M. Salinas J. De la Fuente C. Hernandez P. Zanartu P. Castro A.","Latex - fruit syndrome in a group of children with spina bifida","Allergy Clin Immunol Int",2005,"17","Suppl. 1",,"490","491"," ","1362 - 

Background: In a previously studied group of 42 patients with spina bifida (SB), 11 (26,2%) had clinical latex allergy and 24 (57,1%) were sensitized to
latex. Latex allergy is a known risk factor for the development of latex-fruit syndrome. O"," ",VRAI,FAUX
7191,2005-07-01,"HM","Neuber K. Mensch A. Grabe N. Mukhopadhay A. Renz H. Herz U.","Identification of two homologous IgE-binding peptides derived from staphylococcal enterotoxin B (SEB) and from the human low-affinity IgE-receptor (CD23) which modulate T-helper 1 and T-helper 2 cytokine production","Allergy Clin Immunol Int",2005,"17","Suppl. 1",,"498",," ","1383 - 

The majority of patients with atopic dermatitis (AD) mount an IgE response to staphylococcal exotoxins (e.g. SEB) that can be grown from their skin. It was
the initial aim of this study to identify the IgE-binding sequence of the SEB molecule."," ",VRAI,FAUX
7192,2005-07-01,"HM","Nandy A. Wald M. Weber B. Kahlert H. Cromwell O. Fiebig H.","Timothy grass pollen allergen Phl p 4: codon optimisation, expression in Pichia pastoris and characterisation of the purified recombinant molecule","Allergy Clin Immunol Int",2005,"17","Suppl. 1",,"509","510"," ","1420 - 


Background: The group 4 allergens of grasses are well known as important major allergens of grass pollen allergy, one of the most common allergies worldwide.
Phleum pratense Phl p 4 is a basic glycoprotein of yet unknown function but with se"," ",VRAI,FAUX
7193,2005-07-01,"HM","Dutta M. Reese G. Vieths S. Ballmer-Weber B.","Shrimp allergy in house dust mite allergic patients","Allergy Clin Immunol Int",2005,"17","Suppl. 1",,"516","517"," ","1443 - 

Background: Anecdotal reports indicate that house dust mite allergic patients may acquire a shrimp allergy on the basis of IgE cross-reactivity. The
prevalence of that so called mite-shrimp-syndrome, however, has not been investigated so far."," ",FAUX,FAUX
7194,2005-07-01,"HM","Henmar H. Hansen L. Lund L. Ipsen H. Würtzen PA.","Mite allergic patients exhibit heterogeneous Immunological responses to allergen extracts from related mites","Allergy Clin Immunol Int",2005,"17","Suppl. 1",,"518",," ","1446 - 


Introduction: Different combinations of purified or recombinant allergens have recently been suggested as a new generation of vaccines for specific
immunotherapy. The reactivity of mite allergic patients to mite allergens from related mites "," ",VRAI,FAUX
7195,2005-07-01,"HM","Lobermeyer K. Grabbe Y. Nolting HD.","Patients with sensitisations to pollen and house dust mite: Which factors influence physician‘s assessment of clinical relevance of the mite sensitisation ?","Allergy Clin Immunol Int",2005,"17","Suppl. 1",,"523","524"," ","1463 - 

Specific immunotherapy of patients with clinical relevant sensitisations is sometimes regarded problematic. The present study deals with diagnostic and
therapeutic strategies for patients with sensitisations to pollen and house dust mite. In p"," ",VRAI,FAUX
7196,2005-07-01,"HM","Rossi R. Monasterolo G.","Par j 1 and Par j 2 major allergens of Parietaria judaica possible triggers, as lipid transfer proteins, of systemic reaction in course of sublingual immunotherapy","Allergy Clin Immunol Int",2005,"17","Suppl. 1",,"527","528"," ","1474 - 


Background: In this study, we evaluated the specific serum IgE binding profiles to individual Parietaria judaica pollen recombinant major allergen, and
Phleum pratense profilin and a 2-EF-hand calcium-binding allergen homologous to cross-rea"," ",FAUX,VRAI
7197,2005-07-01,"HM","Spínola Santos A. Branco Ferreira M. Lopes Pregal A. Lopes Silva S. Mendes A. Pedro E. Nunes F. Palma-Carlos M L3. Santos MC4. Palma-Carlos AG. Pereira Barbosa M.","Safety of sublingual latex immunotherapy. Are specific IgE to recombinant latex allergens a risk factor ?","Allergy Clin Immunol Int",2005,"17","Suppl. 1",,"533",," ","1490 - 

Background: Latex allergy continues to be an important worldwide allergy problem. Specific immunotherapy (IT) could be a valuable therapeutic tool for this
problem because avoidance can be difficult and premedication is of doubtful value.
Obj"," ",VRAI,VRAI
7198,2005-07-01,"HM","Porcel S. Fletes C. Rodríguez E. Alvarado M. Jiménez S. Hernandez FJ.","Exercise-induced anaphylaxis to pistachio","Allergy Clin Immunol Int",2005,"17","Suppl. 1",,"542",," ","1515 - 


Introduction Allergy to pistachio nuts and cross-reactivity among members of the Anacardiaceae family have been reported. Specific food dependent
exercise induced anaphylaxis (SFDEIA) has been associated with cereals, seafood, peanut, tree n"," ",VRAI,VRAI
7199,2005-07-01,"HM","Gangemi S. Isola S. Patafi M. Bertuccio O. Barresi L. Minciullo PL.","Exercise-induced anaphylaxis after banana and hazelnut intake","Allergy Clin Immunol Int",2005,"17","Suppl. 1",,"542",," ","1516 - 


Exercise-induced anaphylaxis (EIA) is a well-known form of allergy occurring in association with physical exercise. It may be food or drug-dependent, but
food identification is difficult in some patients. We report a case of a 21-years-old b"," ",FAUX,VRAI
7200,2005-07-01,"HM","Lafargue B. Schweikardt T. Jaenicke E. Decker H.","Characterization of allergenic epitopes of Per a 3-allergens of the American cockroach Periplaneta americana","Allergy Clin Immunol Int",2005,"17","Suppl. 1",,"574",," ","1596 - 


Cockroach allergens play - in addition to mite allergens - a major role as indoor-allergens. Because of their ubiquitary distribution, cockroach allergy is a
widespread problem which cause an economical damage of millions of dollars. Patient"," ",VRAI,VRAI
7201,2005-07-01,"HM","Aldemir H. Bars R. Herouet C.","Potential indicators for predicting allergenicity of a novel protein in Balb/c mouse model","Allergy Clin Immunol Int",2005,"17","Suppl. 1",,"574","575"," ","1597 - 

A BALB/c mouse model was set up for comparing the potential allergenic properties of two proteins. One is known to be an allergenic protein (Ara h 1, major
allergen from peanut) and the other is recognized to be a non allergenic protein (potat"," ",VRAI,VRAI
7202,2005-07-01,"HM","Barral P. Batanero E. Palomares O. Marazuela EG. Salamanca G. Ledesma A. Villalba M. Rodriguez R.","Ole e 10, a major olive pollen allergen, binds 1,3-beta-glucans: Is the biochemical activity related to allergenicity ?","Allergy Clin Immunol Int",2005,"17","Suppl. 1",,"579",," ","1610 - 


Pollen germination requires the recruitment of a broad range of different proteins, some of which are present in the pollen coat and in the pollen tube wall. A
number of these proteins have been described as allergens. Olive tree (Olea europ"," ",VRAI,VRAI
7203,2005-07-01,"HM","Kaiser L. Cirkovic Velickovic T. Adédoyin J. Gronlund H. Thunberg S. Gafvelin G. van Hage M. Achour A.","The crystal structure of a dimeric recombinant major cat allergen Fel d 1 that corresponds to the natural tetrameric protein","Allergy Clin Immunol Int",2005,"17","Suppl. 1",,"579","580"," ","1612 - 

Fel d 1 is the major cat allergen, inducing allergic rhinitis and asthma in sensitized individuals. In its natural form, it has a complex tetrameric structure,
composed of two non-covalently linked heterodimers. We have previously determined t"," ",VRAI,VRAI
7204,2005-07-08,"HM","Zoccatelli G. Olivieri M. Peruffo A.","Allergy to pomegranate: a case report","Allergy Clin Immunol Int",2005,"17","Suppl. 1",,"580",," ","1614 - 

Background. Pomegranate (Punica granatum) fruits have rarely been reported to cause immediate hypersensitivity after ingestion. The first case of adverse
reactions to pomegranate was described in 1991, but it did not appear to be IgE-mediated."," ",VRAI,FAUX
7205,2005-07-08,"HM","Van Do T. Florvaag E. Elsayed S.","Cross reactivity of recombinant and native fish parvalbumins from commonly edible fish","Allergy Clin Immunol Int",2005,"17","Suppl. 1",,"588",," ","1638 - 

The background of the study: Fish allergic patients can be immunological tolerant to some fish species while allergic to others.
The objective of the study: To determine the allergenic cross reactivity between: Atlantic and Baltic cod (Gad c1)"," ",VRAI,FAUX
7206,2005-07-08,"HM","Nagendran V. Chee R.","Use of Latex Specific IgE in the pre-operative and antenatal screening for latex allergy","Allergy Clin Immunol Int",2005,"17","Suppl. 1",,"592",," ","1650 - 


Background: We observed increasing numbers of referrals to our Clinical Immunology & Allergy Service, especially from Surgical and Antenatal Clinics,
requesting urgent investigations for suspected latex allergy. Many of these referrals were "," ",VRAI,FAUX
7207,2005-07-08,"HM","Schäfer T. Meyer T. Ring J. Wichmann HE. Heinrich J.","Worm infestation and the negative association with eczema (atopic/nonatopic) and allergic sensitization","Allergy",2005,"60",,,"1014","1020"," ",,,VRAI,FAUX
7208,2005-07-08,"HM","Kang H. Yu J. Yoo Y. Kim DK. Koh YY.","Coincidence of atopy profile in terms of monosensitization and polysensitization in children and their parents","Allergy",2005,"60",,,"1029","1033"," ",,"15969683",VRAI,FAUX
7209,2005-07-08,"HM","Ramadour M. Guetat M. Guetat J. El Biaze M. Magnan A. Vervloet D.","Dog factor differences in Can f 1 allergen production","Allergy",2005,"60",,,"1060","1064"," ",,"15969688",VRAI,FAUX
7210,2005-07-08,"HM","Atanaskovic-Markovic M. Cirkovic Velickovic T. Gavrovic-Jankulovic M. Vuckovic O. Nestorovic B.","Immediate allergic reactions to cephalosporins and penicillins and their cross-reactivity in children","Pediatr Allergy Immunol",2005,"16",,,"341","347"," ",," ",VRAI,FAUX
7211,2005-07-08,"HM","Pouvreau L. Kroef T. Gruppen H. van Koningsveld G. van den Broek LA. Voragen AG.","Structure and stability of the potato cysteine protease inhibitor group (cv. Elkana)","J Agric Food Chem",2005,"53",,,"5739","5746"," ","
The conformational stability of potato cysteine protease inhibitor (PCPI), the second most abundant protease inhibitor group in potato tuber, was investigated at ambient temperature and upon heating using far- and near-UV circular dichroism spectroscopy"," ",FAUX,FAUX
7212,2005-07-08,"HM","Strid J. Hourihane J. Kimber I. Callard R. Strobel S.","Epicutaneous exposure to peanut protein prevents oral tolerance and enhances allergic sensitization","Clin Exp Allergy",2005,"35",,,"757","766"," ",," ",VRAI,FAUX
7213,2005-07-08,"HM","Lewis SA. Grimshaw KEC. Warner JO. Hourihane JO’B.","The promiscuity of immunoglobulin E binding to peanut allergens, as determined by Western blotting, correlates with the severity of clinical symptoms","Clin Exp Allergy",2005,"35",,,"767","773"," ",," ",VRAI,FAUX
7214,2005-07-08,"HM","Sellge G. Laffer S. Mierke C. Vrtala S. Hoffmann MW. Klempnauer J. Manns MP. Valenta R. Bischoff SC.","Development of an in vitro system for the study of allergens and allergen-specific immunoglobulin E and immunoglobulin G: Fc receptor I supercross-linking is a possible new mechanism of immunoglobulin G-dependent enhancement of type I allergic reactions","Clin Exp Allergy",2005,"35",,,"774","781"," ",," ",VRAI,FAUX
7215,2005-07-08,"HM","Tedeschi A. Comi AL. Lorini M. Tosini C. Miadonna A.","Autologous serum skin test reactivity in patients with non-allergic asthma","Clin Exp Allergy",2005,"35",,,"849","853"," ",," ",VRAI,FAUX
7216,2005-07-08,"HM","Roberts G. Peckitt C. Northstone K. Strachan D. Lack G. Henderson J. Golding J. and the ALSPAC Study Team","Relationship between aeroallergen and food allergen sensitization in childhood","Clin Exp Allergy",2005,"35",,,"933","940"," ",," ",VRAI,FAUX
7217,2005-07-08,"HM","Ballmer-Weber BK. Wangorsch A. Bohle B. Kaul S. Kündig T. Fötisch K. van Ree R. Vieths S.","Component-resolved in vitro diagnosis in carrot allergy: Does the use of recombinant carrot allergens improve the reliability of the diagnostic procedure ?","Clin Exp Allergy",2005,"35",,,"970","978"," ",," ",VRAI,FAUX
7218,2005-07-08,"HM","Obermeyer G. Ferreira F.","Can we Predict or Avoid the Allergenic Potential of Genetically Modified Organisms ?","Int Arch Allergy Immunol",2005,"137",,,"151","152"," ",,"15947470",VRAI,FAUX
7219,2005-07-15,"HM","Goodman RE. Hefle SL. Taylor SL. van Ree R.","Assessing Genetically Modified Crops to Minimize the Risk of Increased Food Allergy: A Review","Int Arch Allergy Immunol",2005,"137",,,"153","166"," ",,"15947471",VRAI,FAUX
7220,2005-07-15,"HM","Spök A. Gaugitsch H. Laffer S. Pauli G. Saito H. Sampson H. Sibanda E. Thomas W. van Hage M. Valenta R.","Suggestions for the Assessment of the Allergenic Potential of Genetically Modified Organisms","Int Arch Allergy Immunol",2005,"137",,,"167","180"," ",,,VRAI,FAUX
7221,2005-07-15,"HM","Takai T. Kato T. Ota M. Yasueda H. Kuhara T. Okumura K. Ogawa H.","Recombinant Der p 1 and Der f 1 with in vitro Enzymatic Activity to Cleave Human CD23, CD25 and alpha 1-Antitrypsin, and in vivo IgE eliciting Activity in Mice","Int Arch Allergy Immunol",2005,"137",,,"194","200"," ",,,VRAI,FAUX
7222,2005-07-15,"HM","Ahrazem O. Ibáñez D. López-Torrejón G. Sánchez-Monge R. Sastre J. Lombardero M. Barber D. Salcedo G.","Lipid Transfer Proteins and Allergy to Oranges","Int Arch Allergy Immunol",2005,"137",,,"201","210"," ",," ",VRAI,FAUX
7223,2005-07-15,"HM","Asero R. Mistrello G. Roncarolo D. Amato S. Falagiani P.","Why Do Lipid Transfer Protein-Hypersensitive Patients Tolerate Bean (and Other Legumes) ?","Int Arch Allergy Immunol",2005,"137",,,"236","240"," ",," ",VRAI,VRAI
7224,2005-07-15,"HM","Irañeta SG. Seoane MA. Laucella SA. Apicella C. Alonso A. Duschak VG.","Antigenicity and Immunocrossreactivity of Orange Tree Pollen and Orange Fruit Allergenic Extracts","Int Arch Allergy Immunol",2005,"137",,,"265","272"," ",," ",VRAI,FAUX
7225,2005-07-15,"HM","Zuidmeer L. van Leeuwen A. Kleine Budde I. Cornelissen J. Bulder I. Rafalska I. Telléz Besolí N. Akkerdaas JH. Asero R. Fernandez Rivas M. Gonzalez Mancebo E. van Ree R.","Lipid Transfer Proteins from Fruit: Cloning, Expression and Quantification","Int Arch Allergy Immunol",2005,"137",,,"273","281"," ",," ",VRAI,FAUX
7226,2005-07-15,"HM","Friedman NJ. Zeiger RS.","The role of breast-feeding in the development of allergies and asthma","J Allergy Clin Immunol",2005,"115",,,"1238","1248"," ",,,VRAI,FAUX
7227,2005-07-15,"HM","Robotham JM. Wang F. Seamon V. Teuber SS. Sathe SK. Sampson HA. Beyer K. Seavy M. Roux KH.","Ana o 3, an important cashew nut (Anacardium occidentale L.) allergen of the 2S albumin family","J Allergy Clin Immunol",2005,"115",,,"1284","1290"," ",,"15940148",VRAI,FAUX
7228,2005-07-15,"HM","Roberts G. Lack G. and the Avon Longitudinal Study of Parents and Children Study Team","Diagnosing peanut allergy with skin prick and specific IgE testing","J Allergy Clin Immunol",2005,"115",,,"1291","1296"," ",,"15940149",VRAI,FAUX
7229,2005-07-15,"HM","Asero R. Mistrello MG. Roncarolo D. Amato S. Falagiani P.","Detection of novel latex allergens associated with clinically relevant allergy to plant-derived foods","J Allergy Clin Immunol",2005,"115",,,"1312","1314"," ",,"15940153",VRAI,FAUX
7230,2005-07-15,"HM","Dirks CG. Pedersen MH. Platzer MH. Bindslev-Jensen C. Skov PS. Poulsen LK.","Does absorption across the buccal mucosa explain early onset of food-induced allergic systemic reactions ?","J Allergy Clin Immunol",2005,"115",,,"1321","1323"," ",,,VRAI,FAUX
7231,2005-07-15,"HM","Rautava S. Kalliomäki M. Isolauri E.","New therapeutic strategy for combating the increasing burden of allergic disease: Probiotics—A Nutrition, Allergy, Mucosal Immunology and Intestinal Microbiota (NAMI) Research Group report","J Allergy Clin Immunol",2005,"116",,,"31","37"," ",," ",VRAI,FAUX
7232,2005-07-15,"HM","Saito H. Abe J. Matsumoto K.","Allergy-related genes in microarray: An update review","J Allergy Clin Immunol",2005,"116",,,"56","59"," ",," ",VRAI,FAUX
7233,2005-07-15,"HM","Eggleston PA.","Improving indoor environments: Reducing allergen exposures","J Allergy Clin Immunol",2005,"116",,,"122","126"," ",,,VRAI,FAUX
7234,2005-07-15,"HM","Wünschmann S. Gustchina A. Chapman MD. Pomés A.","Cockroach allergen Bla g 2: An unusual aspartic proteinase","J Allergy Clin Immunol",2005,"116",,,"140","145"," ",,,VRAI,FAUX
7235,2005-07-15,"HM","Sicherer SH. Leung DYM.","Advances in allergic skin disease, anaphylaxis, and hypersensitivity reactions to foods, drugs, and insects","J Allergy Clin Immunol",2005,"116",,,"153","163"," ","
,","15990789",VRAI,FAUX
7236,2005-07-15,"HM","Boasen J. Chisholm D. Lebet L. Akira S. Horner AA.","House dust extracts elicit Toll-like receptor–dependent dendritic cell responses","J Allergy Clin Immunol",2005,"116",,,"185","191"," ",,,VRAI,FAUX
7237,2005-07-15,"HM","Jahn-Schmid B. Radakovics A. Lüttkopf D. Scheurer S. Vieths S. Ebner C. Bohle B.","Bet v 1 142-156 is the dominant T-cell epitope of the major birch pollen allergen and important for cross-reactivity with Bet v 1–related food allergens","J Allergy Clin Immunol",2005,"116",,,"213","219"," ",," ",VRAI,FAUX
7238,2005-07-15,"HM","Liccardi G. Barber D. Russo M. D’Amato M. D’Amato G.","Human Hair: An Unexpected Source of Cat Allergen Exposure","Int Arch Allergy Immunol",2005,"137",,,"141","144"," ",,,VRAI,FAUX
7239,2005-07-15,"HM","Elg P.","Evaluation of precision and comparability of specific IgE by the fully automated immunoassay systems ImmunoCAP 1000, ImmunoCAP 250 and Immulite 2000","Allergy Clin Immunol Int",2005,"17","Suppl. 1",,"194",," ","510",,VRAI,VRAI
7240,2005-07-15,"HM","Härlin A. Matsson P. Nystrand M. Persson A. Lidholm J.","Evaluation of Luminex technology as a multiplexed system for determination of specific IgE","Allergy Clin Immunol Int",2005,"17","Suppl. 1",,"195",," ","513",,VRAI,VRAI
7241,2005-07-15,"HM","Marknell DeWitt A. Andersson K. Vieths S. Ballmer-Weber B. Lidholm J.","Cloning and characterization of the major peach allergen Pru p 1","Allergy Clin Immunol Int",2005,"17","Suppl. 1",,"341",," ","928"," ",VRAI,VRAI
7242,2005-07-15,"HM","Riffelman F. Lauter H.","Case report: rare food allergies (buckwheat, maize)","Allergy Clin Immunol Int",2005,"17","Suppl. 1",,"354",," ","965"," ",VRAI,VRAI
7243,2005-07-15,"HM","Benito C. Fernandez-Rivas M.","Combined respiratory and food allergies to rabbit","Allergy Clin Immunol Int",2005,"17","Suppl. 1",,"361",," ","986 - 

Background. Exposure to rabbits as domestic pets or laboratory animals can induce respiratory allergy. Allergic reactions to the ingestion of rabbit meat in
patients with respiratory allergy to rabbit has not been reported.
Patients. Case 1. A"," ",VRAI,VRAI
7244,2005-07-15,"HM","Tavares B. Rodrigues F. Pereira C. Loureiro G. Chieira C.","Venom allergen sensitization pattern of honeybee allergic patients","Allergy Clin Immunol Int",2005,"17","Suppl. 1",,"184",," ","482 - 

Backgroung: There are several proteins in honeybee venom referred as important allergens. Phospholipase A2 (16 kDa) is recognized by most of the
honeybee allergic patients whereas hyaluronidase (44 kDa) is less frequently identified. Api m 6 (7",,VRAI,FAUX
7245,2005-07-15,"HM","Crevel R. Sanders I. Dahl L.","Evaluation of the allergenicity of residual protein from soy lecithin samples","Allergy Clin Immunol Int",2005,"17","Suppl. 1",,"355","356"," ","969 - 

Background: Soy lecithins are produced from material removed during the degumming stage of the refining of crude soybean oils. Different lecithins vary
widely in composition and characteristics, depending on the extent to which the original mat"," ",VRAI,VRAI
7246,2005-07-15,"HM","Le Stunff C. La Vieille S. Martin A.","Risks and benefits of GMOs within the field of allergy","Allergy Clin Immunol Int",2005,"17","Suppl. 1",,"365",," ","997 - 

Background : The recent lifting of the moratorium on genetically modified organisms (GMOs) in Europe has again started questions about potential health
risks linked to these foods. The allergic risk often arises because of the expression of new"," ",VRAI,VRAI
7247,2005-07-15,"HM","Dieguez Pastor MC. Anton Girones M. Cerecedo Carballo I. Cuevas M. Prieto D. De La Hoz Caballer B.","Management of dietary egg allergens in cow's milk allergic patients","Allergy Clin Immunol Int",2005,"17","Suppl. 1",,"360",," ","982 - 

Background Previous studies conclude that children with IgE mediated cow milk allergy had a significantly higher incidence of skin sensitivity to inhalant
and other dietary allergens. The objective of this work was to examine the prevalence of "," ",VRAI,FAUX
7248,2005-07-19,"HM","Aissaoui A. Auriol P. Azuelos C. Banoun L. Beeker A. Benyouness A. et al.","Prévalence de la sensibilisation à l'arachide dans une population de 4137 sujets consultant en allergologie - Enquête du réseau Allergo-Vigilance en 2002","Alim'Inter",2005,"10",,,"114","118"," ",,,FAUX,FAUX
7249,2005-07-19,"HM","Bouvier M. Nancey S. Roman S. Flourié B. Nicolas JF. Mion F.","Evaluation du dosage des IgE dans les selles pour le dépistage de l'allergie alimentaire","Alim'Inter",2005,"10",,,"123","124"," ",,,FAUX,FAUX
7250,2005-07-19,"HM","Moneret-Vautrin DA. Franck P.","Adieu poulet !","Alim'Inter",2005,"10",,,"125","126"," ",,,FAUX,FAUX
7251,2005-07-19,"HM","Mouton-Faivre C.","Conduite à tenir devant une réaction d'hypersensibilité immédiate ou retardée avec les PCI","Alim'Inter",2005,"10",,,"138","143"," ",,,FAUX,FAUX
7252,2005-07-19,"HM","Breton AL. Morisset M.","Allergie au savon liquide Saugella","Alim'Inter",2005,"10",,,"152",," ",,,FAUX,FAUX
7253,2005-07-19,"HM","Morelle W. Bernard M. Debeaupuis JP. Buitrago M. Tabouret M. Latge JP.","Galactomannoproteins of Aspergillus fumigatus","Eukaryot Cell",2005,"4",,,"1308","1316"," ","
Galactofuranose-containing molecules have been repeatedly shown to be important antigens among human fungal pathogens, including Aspergillus fumigatus. Immunogenic galactofuran determinants have been poorly characterized chemically, however. We reported",,VRAI,FAUX
7254,2005-07-19,"HM","Davuluri GR. van Tuinen A. Fraser PD. Manfredonia A. Newman R. Burgess D. Brummell DA. King SR. Palys J. Uhlig J. Bramley PM. Pennings HMJ. Bowler C.","Fruit-specific RNAi-mediated suppression of DET1 enhances carotenoid and flavonoid content in tomatoes","Nat Biotechnol",2005,"23",,,"890","895"," ",," ",VRAI,FAUX
7255,2005-07-19,"HM","Park S. Kang TS. Kim CK. Han JS. Smith RH. Pike LM. Hirschi KD.","Genetic manipulation for enhancing calcium content in potato tuber","J Agric Food Chem",2005,"53",,,"5598","5603"," ","
Increased calcium (Ca) in potatoes may increase the production rate by enhancing tuber quality and storability. Additionally, increased Ca levels in important agricultural crops may help ameliorate the incidence of osteoporosis. However, the capacity to"," ",FAUX,FAUX
7256,2005-07-19,"HM","Leijs H. Broekhans J. van Pelt L. Mussinan C.","Quantitative analysis of the 26 allergens for cosmetic labeling in fragrance raw materials and perfume oils","J Agric Food Chem",2005,"53",,,"5487","5491"," ","
The adoption of the 7th amendment of the European Cosmetic Directive 76/768/EEC requires any cosmetic product containing any of 26 raw materials identified by the Scientific Committee on Cosmetic Products and Non-Food Products intended for Consumers as "," ",FAUX,FAUX
7257,2005-07-19,"HM","Wait R. Gianazza E. Brambilla D. Eberini I. Morandi S. Arnoldi A. Sirtori CR.","Analysis of Lupinus albus storage proteins by two-dimensional electrophoresis and mass spectrometry","J Agric Food Chem",2005,"53",,,"4599","4606"," ","
A laboratory-prepared total protein extract (TPE) and a lupin protein isolate (LPI-E) produced in a pilot plant were submitted to a detailed two-dimensional (2DE) proteomic investigation. Recent findings have indicated that in an established rodent mode"," ",VRAI,FAUX
7258,2005-07-19,"HM","Hourihane JO. Knulst AC.","Thresholds of allergenic proteins in foods","Toxicol Appl Pharmacol",2005,"207","2 suppl 1",,"152","156"," ","
Threshold doses or Estimated Eliciting Doses (EEDs) represent an important new field of research in food allergy. Clinicians and regulators have embraced some toxicological concepts such as LOAEL and NOAEL and applied them to an area of significant clin","16000205",FAUX,FAUX
7259,2005-07-19,"HM","Li TM. Fu P. Zic V.","Performance validation of a third-generation allergen-specific IgE assay in the clinical laboratory: Interlaboratory and intermethod comparison","Clin Chim Acta",2005,"361",,,"199","205"," ","
BACKGROUND: Allergen-specific IgE (sIgE) measurements are used to help identify causative allergenic agents and to determine the degree of sensitization to facilitate treatment decisions. We examined the performance of a new third-generation chemilumine","15996649",FAUX,FAUX
7260,2005-07-19,"HM","Piersma SR. Gaspari M. Hefle SL. Koppelman SJ.","Proteolytic processing of the peanut allergen Ara h 3","Mol Nutr Food Res",2005,"49",,,"744","755"," ","
The allergen Ara h 3 has been purified recently from peanuts. In contrast to recombinant Ara h 3, a 60 kDa single-chain polypeptide, the allergen isolated from its native source is extensively proteolytically processed. The characteristic proteolytic pr"," ",FAUX,FAUX
7261,2005-07-19,"HM","Gore JC. Schal C.","Expression, production and excretion of Bla g 1, a major human allergen, in relation to food intake in the German cockroach, Blattella germanica","Med Vet Entomol",2005,"19",,,"127","134"," ","
The German cockroach, Blattella germanica (Linnaeus) (Dictyoptera: Blattellidae), produces several potent human allergens, one of which, Blattella germanica allergen 1 (Bla g 1), is produced in the midgut and excreted in faeces. We tested with descripti",,FAUX,VRAI
