"id_biblio","date_biblio","id_redacteur","auteurs","titre","journal","autre_media","annee","volume","supplement","numero","prem_page","dern_page","abstract","full_text_disponible"
1695,,"henriM","Bannon GA. Ling M. Cockrell G. Sampson HA. Burks AW.","Cloning, expression and characterization of two major allergens, Jug n 1 and Jug n 2, from the black walnut, Juglans niger",,"AAAAI 57th Annual Meeting, New Orleans, 16-21 March, 2001, Poster n°463",2001,,,,,,,VRAI
1696,,"henriM","Ayuso R. Lopez M. Fernández-Caldas E. Lehrer SB.","Anisakis simplex, a sensitizing agent in the USA, or cross-reactivity among tropomyosins ?",,"AAAAI 57th Annual Meeting, New Orleans, 16-21 March, 2001, Poster n°465",2001,,,,,,,VRAI
1697,,"henriM","Brehler R. Kütting B. Rütter A. Fiebig H.","IgE antibodies to carbohydrate mimic sensitization to NRL",,"AAAAI 57th Annual Meeting, New Orleans, 16-21 March, 2001, Poster n°390",2001,,,,,,,VRAI
1698,,"henriM","Epton MJ. Malainual N. Smith WA. Thomas WR.","Vitellogenin-apolipophorin like allergen Der p 14 is a major specificity in house dust mite sensitization",,"AAAAI 57th Annual Meeting, New Orleans, 16-21 March, 2001, Poster n°45",2001,,,,,,,VRAI
1699,,"henriM","White JM. Majidi A. Naser S. Sweeney MJ. White RS. Petersen A. Ghobrial G.","Cross-reactivity of Bahia (Paspalum notatum) and timothy (Phleum pratense) grass pollens",,"AAAAI 57th Annual Meeting, New Orleans, 16-21 March, 2001, Poster n°50",2001,,,,,,,VRAI
1700,,"henriM","Calabozo B. Diaz-Perales A. Salcedo G. Barber D. Polo F.","Structural and antigenic similarity between Pla l 1 and Ole e 1, the major allergens of English plantain and olive pollens",,"AAAAI 57th Annual Meeting, New Orleans, 16-21 March, 2001, Poster n°51",2001,,,,,,,VRAI
1701,,"henriM","Petersen A. Suck R. Cromwell O. Fiebig H. Becker WM.","Is there a structural relationship between the grass pollen allergens of group 1 and 13 ?",,"AAAAI 57th Annual Meeting, New Orleans, 16-21 March, 2001, Poster n°55",2001,,,,,,,VRAI
1702,,"henriM","Dabrowska M. Himly M. Hubinger G. Gruber P. Vollmann U. Kraft D. Ferreira F.","Characterization of pollen allergens of Artemisia vulgaris with a panel of monoclonal antibodies",,"AAAAI 57th Annual Meeting, New Orleans, 16-21 March, 2001, Poster n°61",2001,,,,,,,VRAI
1703,,"henriM","Barderas R. Villalba M. Monsalve RI. Batanero E. Gonzalez E. Huecas S. Cuesta I. Palomares O. Barral P. Rodriguez R.","Isolation and cloning of Che a 1, allergen from chenopodium album pollen",,"AAAAI 57th Annual Meeting, New Orleans, 16-21 March, 2001, Poster n°63",2001,,,,,,,VRAI
1704,,"henriM","Tang B. Kurup VP. Greenberger PA. Kelly KJ. Flink JN.","The major Aspergillus fumigatus allergen, Asp f 2, is a conA binding glycosylated protein",,"AAAAI 57th Annual Meeting, New Orleans, 16-21 March, 2001, Poster n°66",2001,,,,,,,VRAI
1705,,"henriM","Weber ER. Stedman KE. Hunter SW. McCall CA.","Identification and characterization of a 60-kD allergen from D. farinae",,"AAAAI 57th Annual Meeting, New Orleans, 16-21 March, 2001, Poster n°70",2001,,,,,,,VRAI
1706,,"henriM","Scheurer S. Wangorsch A. Kästner M. Haustein D. Vieths S.","Recombinant allergens Pru av 1, Pru av 4 and a newly identified lipid transfer protein in the in vitro diagnosis of cherry allergy",,"AAAAI 57th Annual Meeting, New Orleans, 16-21 March, 2001, Poster n°604",2001,,,,,,,VRAI
1707,,"henriM","Caraballo L. Mercado D. Pantoja A. Mercado J.","The allergenic properties of cassava (Manihot esculenta): a case of cassava allergy",,"AAAAI 57th Annual Meeting, New Orleans, 16-21 March, 2001, Poster n°606",2001,,,,,,,VRAI
1708,,"henriM","Hoffmann-Sommergruber K. Fuchs H. Ebner C. Jensen-Jarolim E. Scheiner O. Breiteneder H.","Identification of Cap a 1 a new food allergen from bell pepper",,"AAAAI 57th Annual Meeting, New Orleans, 16-21 March, 2001, Poster n°607",2001,,,,,,,VRAI
1709,,"henriM","Karamloo F. Lewis NG. Wangorsch A. Haustein D. Vieths S.","Phenylcoumaran benzylic ether reductases are a new class of cross-reactive allergens in birch pollen, fruits and vegetables",,"AAAAI 57th Annual Meeting, New Orleans, 16-21 March, 2001, Poster n°613",2001,,,,,,"[publié -> 3067]",VRAI
1710,,"henriM","Sen M. Kopper RA. Maleki SJ. Sampson HA. Burks AW. Bannon GA.","Allergen structure may dictate why some IgE binding epitopes become immunodominant within a food allergic population",,"AAAAI 57th Annual Meeting, New Orleans, 16-21 March, 2001, Poster n°614",2001,,,,,,,VRAI
1711,,"henriM","Hemmer W. Focke M. Wöhrl S. Gotz M. Jarisch R.","Characterization of cross-reacting allergens in fig fruit (Ficus carica) and Ficus benjamina latex",,"AAAAI 57th Annual Meeting, New Orleans, 16-21 March, 2001, Poster n°615",2001,,,,,,,VRAI
1712,,"henriM","Seppälä U. Majamaa H. Turjanmaa K. Helin J. Reunala TL. Kalkkinen N. Palosuo T.","Identification of new potato (Solanum tuberosum) allergens belonging to the family of soybean trypsin inhibitors",,"AAAAI 57th Annual Meeting, New Orleans, 16-21 March, 2001, Poster n°617",2001,,,,,,,VRAI
1713,,"henriM","Lachowsky F. McCants ML. Fernandez J. Goldberg B. Krebbers E. Cole K. Reese G. Lehrer SB.","Cross reactivity of corn, corn pollen, and grass pollen",,"AAAAI 57th Annual Meeting, New Orleans, 16-21 March, 2001, Poster n°621",2001,,,,,,,VRAI
1714,,"henriM","Lee SY. Lee K. Jeon K. Chun WS.","Cross-allergenicity between buckwheat and rice flour using Western-blot and ELISA inhibition assay",,"AAAAI 57th Annual Meeting, New Orleans, 16-21 March, 2001, Poster n°622",2001,,,,,,,VRAI
1715,,"henriM","Krebitz M. Peterbauer C. Ferreira F. Essl D. Steinkellner H. Scheiner O. Breiteneder H.","Production of Mal d 2, a major allergen from apple (Malus domestica), in a plant based expression system, and its biological activity against pathogens",,"AAAAI 57th Annual Meeting, New Orleans, 16-21 March, 2001, Poster n°626",2001,,,,,,,VRAI
1716,,"henriM","Fahlbusch B. Hornung D. Heinrich J. Dahse HM. Jäger L.","Quantification of group 5 grass pollen allergens in house dust","Clin Exp Allergy",,2000,"30",,,"1645","1652","BACKGROUND: It is widely known and accepted that grass pollen is a major outdoor cause of hay fever. However, it is of virtual importance for grass pollen allergic patients with symptoms all the year round to know the concentration of grass pollen allerge",VRAI
1717,,"henriM","Schneider T. Dudler T. Annand RR. Gelb MH. King TP. Suter M.","Comparison of the antibody response to bee venom phospholipase A2 induced by natural exposure in humans or by immunization in mice","J Mol Recognit",,1997,"10",,,"93","100","Two human and twelve murine monoclonal antibodies directed against the main bee
venom allergen phospholipase A2 (PLA) were evaluated for their fine specificity
of binding to antigen and their ability to inhibit the enzymatic activity of the
antigen. An",VRAI
1718,,"henriM","Petersen A. Grobe K. Schramm G. Gehlhar K. Vieths S. Altmann F. Schlaak M. Becker WM.","Structure and function can determine important features in allergenicity: investigations on the group 1 allergens of the grasses","Internet Symp Food Allergens",,1999,"1",,"3","95","101",,VRAI
1719,,"henriM","Galindo PA. Lombardero M. Borja J. Gomez E. Feo F. Barber D. Garcia R.","A new arthropod allergen ?","Allergy",,2001,"56",,,"195","197",,VRAI
1720,,"henriM","Cadot P. Tits G. Bussels L. Ceuppens JL.","Asthma and hand dermatitis to leek","Allergy",,2001,"56",,,"192","193",,VRAI
1721,,"henriM","van Kampen V. Liebers V. Sander I. Chen Z. Baur X. Raulf-Heimsoth M. Falkenberg FW.","B-cell epitopes of the allergen Chi t1,01: peptide mapping of epitopes recognized by rabbit, murine, and human antibodies","Allergy",,2001,"56",,,"118","125",,VRAI
1722,,"henriM","Mita H. Yasueda H. Akiyama K.","Affinity of IgE antibody to antigen influences allergen-induced histamine release","Clin Exp Allergy",,2000,"30",,,"1582","1589",,VRAI
1723,,"henriM","Ownby DR.","Diagnostic tests in allergy",,"in Allergic diseases:diagnosis and treatment, 2nd edition, P. Lieberman and J. Anderson Eds., Humana Press, Totowa, 2000, pp. 29-39",2000,,,,,,,FAUX
1724,,"henriM","Siracusa A. Desrosiers M. Marabini A.","Epidemiology of occupational rhinitis: prevalence, aetiology and determinants","Clin Exp Allergy",,2000,"30",,,"1519","1534",,VRAI
1725,,"henriM","Schramm G. Bufe A. Petersen A. Haas H. Merget R. Schlaak M. Becker WM.","Discontinuous IgE-binding epitopes contain multiple continuous epitope regions: results of an epitope mapping on recombinant Hol l 5, a major allergen from velvet grass pollen","Clin Exp Allergy",,2001,"31",,,"331","341",,VRAI
1726,,"henriM","Calabozo B. Barber D. Polo F.","Purification and characterization of the main allergen of Plantago lanceolata pollen, Pla l 1","Clin Exp Allergy",,2001,"31",,,"322","330",,VRAI
1727,,"henriM","Gonzalez E. Villalba M. Rodriguez R.","Immunological and molecular characterization of the major allergens from lilac and privet pollens overproduced in Pichia pastoris","Clin Exp Allergy",,2001,"31",,,"313","321","The main allergens from privet and lilac pollens, Lig v 1 and Syr v 1, are
proteins homologous to Ole e 1 and have been shown to be involved in
cross-reactivity. To overproduce the correctly folded Lig v 1 and Syr v 1
allergens and to study their immun",VRAI
1728,,"henriM","Shen HD. Lin WL. Tam MF. Chou H. Wang CW. Tsai JJ. Wang SR. Han SH.","Identification of vacuolar serine proteinase as a major allergen of Aspergillus fumigatus by immunoblotting and N-terminal amino acid sequence analysis","Clin Exp Allergy",,2001,"31",,,"295","302",,VRAI
1729,,"henriM","Baker J. Berry A. Boscato LM. Gordon S. Walsh BJ. Stuart MC.","Identification of some rabbit allergens as lipocalins","Clin Exp Allergy",,2001,"31",,,"303","312",,VRAI
1730,,"henriM","Wan H. Winton HL. Soeller C. Taylor GW. Gruenert DC. Thompson PJ. Cannell MB. Stewart GA. Garrod DR. Robinson C.","The transmembrane protein occludin of epithelial tight junctions is a functional target for serine peptidases from faecal pellets of Dermatophagoides pteronyssinus","Clin Exp Allergy",,2001,"31",,,"279","294",,VRAI
1731,,"henriM","Paschke A. Kinder H. Zunker K. Wigotzki M. Steinhart H. Wessbecher R. Vieluf I.","Characterization of cross-reacting allergens in mango fruit","Allergy",,2001,"56",,,"237","242","BACKGROUND: Allergic reactions to mango fruit have become increasingly
  important. A cross-reaction between mango fruit, various other foods, and
  respiratory allergens has been assumed but not investigated until now.
  METHODS: The sera of nine pati",VRAI
1732,,"henriM","Kinet JP.","The high-affinity IgE receptor (FceRI): from physiology to pathology","Annu Rev Immunol",,1999,"17",,,"931","972",,FAUX
1733,,"henriM","O'Neill GM. Donovan GR. Baldo BA.","Cloning and characterization of a major allergen of the house dust mite, Dermatophagoides pteronyssinus, homologous with glutathione S-transferase","Biochim Biophys Acta",,1994,"1219",,,"521","528",,VRAI
1734,,"henriM","-","Nomenclature and index of allergen sequences (Rel. 39, up to Oct. 2000)",,"Allergen.txt",2000,,,,,,,FAUX
1735,,"henriM","Williams PB. Barnes JH. Szeinbach SL. Sullivan TJ.","Analytic precision and accuracy of commercial immunoassays for specific IgE: establishing a standard","J Allergy Clin Immunol",,2000,"105",,,"1221","1230",,VRAI
1736,,"henriM","Gafvelin G. Johansson E. Lundin A. Smith AM. Chapman MD. Benjamin DC. Derewenda U. Van Hage-Hamsten M.","Cross-reactivity studies of a new group 2 allergen from the dust mite Glycyphagus domesticus, Gly d 2, and group 2 allergens from Dermatophagoides pteronyssinus, Lepidoglyphus destructor, and Tyrophagus putrescentiae with recombinant allergens","J Allergy Clin Immunol",,2001,"107",,,"511","518","BACKGROUND: Dust mites are important inducers of allergic disease. Group 2
  allergens are recognized as major allergens in several mite species,
  including Dermatophagoides pteronyssinus, Lepidoglyphus destructor, and
  Tyrophagus putrescentiae. No a",VRAI
1737,,"henriM","Roehr CC. Reibel S. Ziegert M. Sommerfeld C. Wahn U. Niggemann B.","Atopy patch tests, together with determination of IgE levels, reduce the need for need for oral food challenges in children with atopic dermatitis","J Allergy Clin Immunol",,2001,"107",,,"548","553",,VRAI
1738,,"henriM","Zimmerman B. Urch B.","Peanut allergy: children who lose the positive skin test response","J Allergy Clin Immunol",,2001,"107",,,"558","559",,VRAI
1739,,"henriM","Cabanes Higuero N. Zabala BB. Villamuza YG. Gomez CM. Moral de Gregorio A. Sanchez CS.","Occupational asthma caused by IgE-mediated reactivity to Antiaris wood dust","J Allergy Clin Immunol",,2001,"107",,,"554","555",,VRAI
1740,,"henriM","Asero R. Mistrello G. Roncarolo D. Amato S. Van Ree R.","String bean-induced anaphylaxis","Allergy",,2001,"56",,,"259","260",,VRAI
1741,,"henriM","Nettis E. Napoli G. Ferrannini A. Tursi A.","IgE-mediated allergy to bromelain","Allergy",,2001,"56",,,"257","258",,VRAI
1742,,"henriM","Gang DR. Kasahara H. Xia ZQ. Vander Mijnsbrugge K. Bauw G. Boerjan W. Van Montagu M. Davin LB. Lewis NG.","Evolution of plant defense mechanisms","J Biol Chem",,1999,"274",,,"7516","7527",,VRAI
1743,,"henriM","Kanny G. De Hauteclocque C. Moneret-Vautrin DA.","Sesame seed and sesame seed oil contain masked allergens of growing importance","Allergy",,1996,"51",,,"952","957",,VRAI
1744,,"henriM","Gavrovic-Jankulovic M. Cirkovic T. Bukilica M. Fahlbusch B. Petrovic S. Jankov RM.","Isolation and partial characterization of Fes p 4 allergen","J Investig Allergol Clin Immunol",,2000,"10",,,"361","367","More than 75% of grass pollen-allergic patients produce specific IgE
  antibodies against group-4 allergens. Purification and characterization of
  different grass group-4 allergens should help to further understand their
  allergenicity. In this study",VRAI
1745,,"henriM","Beintema JJ. Terwisscha van Scheltinga AC.","Plant lysozymes","EXS",,1996,"75",,,"75","86","Structural and functional features of plant lysozymes are reviewed. All lysozymes also have chitinase activity, but not all plant chitinases are also lysozymes. However, for many chitinases it is not yet known if they also possess lysozyme activity. Enzym",VRAI
1746,,"henriM","Monzingo AF. Marcotte EM. Hart PJ. Robertus JD.","Chitinases, chitosanases, and lysozymes can be divided into procaryotic and eucaryotic families sharing a conserved core","Nat Struct Biol",,1996,"3",,,"133","140",,VRAI
1747,,"henriM","Henikoff S. Greene EA. Pietrokovski S. Bork P. Attwood TK. Hood L.","Gene families: the taxonomy of protein paralogs and chimeras","Science",,1997,"278",,,"609","614",,VRAI
1748,,"henriM","Tatusov RL. Koonin EV. Lipman DJ.","A genomic perspective on protein falimies","Science",,1997,"278",,,"631","637",,VRAI
1749,,"henriM","de Maio A.","Heat shock proteins: facts, thoughts, and dreams","Shock",,1999,"11",,,"1","12",,VRAI
1750,,"henriM","Perozich J. Nicholas H. Lindahl R. Hempel J.","The big book of aldehyde dehydrogenase sequences. An overview of the extended family","Adv Exp Med Biol",,1999,"463",,,"1","7",,FAUX
1751,,"henriM","McGrath ME.","The lysosomal cysteine proteases","Annu Rev Biophys Biomol Struct",,1999,"28",,,"181","204",,FAUX
1752,,"henriM","Saier MH.","A functional-phylogenetic system for the classification of transport proteins","J Cell Biochem",,1999,,"Suppl. 32-33",,"84","94",,FAUX
1753,,"henriM","Sellers JR.","Myosins: a diverse superfamily","Biochim Biophys Acta",,2000,"1496",,,"3","22",,FAUX
1754,,"henriM","Bühling F. Fengler A. Brandt W. Welte T. Ansorge S. Nagler DK.","Novel cysteine proteases of the papain family","Adv Exp Med Biol",,2000,"477",,,"241","254",,FAUX
1755,,"henriM","Heger A. Holm L.","Towards a covering set of protein family profiles","Prog Biophys Mol Biol",,2000,"73",,,"321","337",,FAUX
1756,,"henriM","Henrissat B. Davies GJ.","Glycoside hydrolases and glycosyltransferases: families, modules, and implications for genomics","Plant Physiol",,2000,"124",,,"1515","1519",,VRAI
1757,,"henriM","Barrett AJ. Rawlings ND.","Families and clans of serine peptidases","Arch Biochem Biophys",,1995,"318",,,"247","250",,FAUX
1758,,"henriM","Andreeva L. Heads R. Green CJ.","Cyclophilins and their possible role in the stress response","Int J Exp Pathol",,1999,"80",,,"305","315",,FAUX
1759,,"henriM","Göthel SF. Marahiel MA.","Peptidyl-prolyl cis-trans isomerases: a superfamily of ubiquitous folding catalysts","Cell Mol Life Sci",,1999,"55",,,"423","436",,FAUX
1760,,"henriM","Schiene C. Fischer G.","Enzymes that catalyse the restructuring of proteins","Curr Opin Struct Biol",,2000,"10",,,"40","45",,FAUX
1761,,"henriM","Shcherban TY. Durachko DM. Guiltinan MJ. McQueen-Mason SJ. Shieh M. Cosgrove DJ.","Molecular cloning and sequence analysis of expansins","Proc Natl Acad Sci U S A",,1995,"92",,,"9245","9249",,VRAI
1762,,"henriM","Kawasaki H. Nakayama S. Kretsinger RH.","Classification and evolution of EF-hand proteins","Biometals",,1998,"11",,,"277","295",,VRAI
1763,,"henriM","Beausoleil JL. Spergel JM. Pawlowski NA.","Anaphylaxis to raw potato","Ann Allergy Asthma Immunol",,2001,"86",,,"68","70","BACKGROUND: Potato allergy has been described rarely, generally in relation to the Oral Allergy Syndrome (OAS). Adults with seasonal allergic rhinitis have been reported in whom peeling of raw potatoes causes oculonasal symptoms, wheezing, and contact urt",VRAI
1764,,"henriM","Zauli D. Deleonardi G. Grassi A. Bianchi FB.","Latex allergy","Ann Allergy Asthma Immunol",,2001,"86",,,"86",,,FAUX
1765,,"henriM","Uehara M. Sato K. Abe Y. Katagiri M.","Sequential IgE epitope analysis of a birch pollen allergen (Bet v1) and an apple allergen (Mal d1)","Allergol Int",,2001,"50",,,"57","62","(pas dans Medline)",VRAI
1766,,"henriM","Kim HY. Park HS. Kim YK. Son JW. Kim HA. Suh JH. Nahm DH. Cho SH. Min KU. Kim YY.","Identification of IgE-binding components of citrus red mite in sera of patients with citrus red mite-induced asthma","J Allergy Clin Immunol",,2001,"107",,,"244","248",,VRAI
1767,,"henriM","Bufe A.","Significance of IgE-binding epitopes in allergic disease","J Allergy Clin Immunol",,2001,"107",,,"219","221",,VRAI
1768,,"henriM","Skolnick HS. Conover-Walker MK. Barnes Koerner C. Sampson HA. Wood RA.","The natural history of peanut allergy","J Allergy Clin Immunol",,2001,"107",,,"367","374","BACKGROUND: It has traditionally been assumed that peanut allergy is
  rarely outgrown. OBJECTIVE: The goal of this study was to determine the
  number of children with peanut allergy who become tolerant of peanut.
  METHODS: Patients aged 4 to 20 year",VRAI
1769,,"henriM","Leynadier F. Hassani Y. Chabane MH. Benguedda AC. Abbadi MC. Guérin L.","Allergic reactions to North African scorpion venom evaluated by skin test and specific IgE","J Allergy Clin Immunol",,1997,"99",,,"851","853",,VRAI
1770,,"henriM","Arruda LK. Vailes LD. Benjamin DC. Chapman MD.","Molecular cloning of german cockroach (Blatella germanica) allergens","Int Arch Allergy Immunol",,1995,"107",,,"295","297",,VRAI
1771,,"henriM","Laffer S. Hogbom E. Adrianson J. Grönlund H. Sillaber C. Valent P. Vangelista L. Kricek F. Kraft D. Valenta R.","An in vitro model for the allergen-IgE-FceRI interaction","Int Arch Allergy Immunol",,1999,"118",,,"116","118",,FAUX
1772,,"henriM","Moneret-Vautrin DA. Kanny G.","Allergènes alimentaires masqués et étiquetage","Allerg Immunol (Paris)",,1998,"30",,,"38","40","[cf. Alim'Inter.  3(11):8-11, 1998]",FAUX
1773,,"henriM","Moneret-Vautrin DA.","Modifications of allergenicity linked to food technologies","Allerg Immunol (Paris)",,1998,"30",,,"9","13",,VRAI
1774,,"henriM","Rawlings ND. Barrett AJ.","Families of cysteine peptidases","Methods Enzymol",,1994,"244",,,"461","486",,FAUX
1775,,"henriM","Takai T. Yuuki T. Okumura Y. Mori A. Okudaira H.","Determination of the N- and C-terminal sequences required to bind human IgE of the major house dust mite allergen Der f 2 and epitope mapping for monoclonal antibodies","Mol Immunol",,1997,"34",,,"255","261","B cell epitopes of the major house dust mite allergen Der f 2 from
Dermatophagoides farinae were analysed using deletion mutants of Der f 2
expressed as fusion proteins in Escherichia coli. The reactivities of these
partial Der f 2 molecules to human a",FAUX
1776,,"henriM","Spuergin P. Mueller H. Walter M. Schiltz E. Forster J.","Allergenic epitopes of bovine alpha S1-casein recognized by human IgE and IgG","Allergy",,1996,"51",,,"306","312","B-cell epitopes of bovine alpha S1-casein, one of the major allergens of cow's
milk, were identified by a screening method based on synthetic peptides.
According to the known amino acid sequence of alpha S1-casein, a set of 188
overlapping sequential d",VRAI
1777,,"henriM","Duffort O. Carreira J. Nitti G. Polo F. Lombardero M.","Studies on the biochemical structure of the major cat allergen Felis domesticus","Mol Immunol",,1991,"28",,,"301","309","The major cat allergen, Fel d I, was purified to homogeneity from cat dander
extract by sequential mAb affinity chromatography and HPLC size exclusion. The
purity and allergenic activity of the preparation was demonstrated by different
techniques such ",FAUX
1778,,"henriM","Menendez-Arias L. Dominguez J. Moneo I. Rodriguez R.","Epitope mapping of the major allergen from yellow mustard seeds, Sin a I","Mol Immunol",,1990,"27",,,"143","150","The antigenic sites on the major allergen from yellow mustard (Sinapis alba L.)
seeds were studied using murine (BALB/c) monoclonal antibodies (mAb) and human
IgE antibodies. Ten IgG1 (K) mAb from two fusions were analyzed. Competition and
complementat",FAUX
1779,,"henriM","Chatchatee P. Järvinen KM. Bardina L. Beyer K. Sampson HA.","Identification of IgE- and IgG-binding epitopes on alpha S1-casein: Differences in patients with persistent and transient cow's milk allergy","J Allergy Clin Immunol",,2001,"107",,,"379","383","BACKGROUND: Cow's milk allergy (CMA) affects 2.5% of children less than 2 years of age, but about 80% become clinically tolerant within the first 3 years of life. Casein is one of the major allergens responsible for CMA and seems to play an important role",VRAI
1780,,"henriM","Tamura Y. Sasaki R. Inouye S. Kawaguchi J. Serizawa N. Toda M. Takemori T. Sakaguchi M.","Identification of a sequential B-cell epitope on major allergen (Cry j 1) of Japanese cedar (Cryptomeria japonica) pollen in mice","Int Arch Allergy Immunol",,2000,"123",,,"228","235","Japanese cedar (Cryptomeria japonica; CJ) pollinosis is one of the
most common allergic diseases in Japan. B cell epitopes on Cry j 1, a major
allergen of CJ pollen, have been analyzed by the specific monoclonal antibodies
to Cry j 1, and most of these",VRAI
1781,,"henriM","Bousquet J. Lockey R. Malling HJ. et al.","Immunothérapie des allergènes: traitement vaccinal des maladies allergiques. Texte d'actualisation de l'O.M.S","Rev Fr Allergol Immunol Clin",,1999,"39",,,"401","442",,FAUX
1782,,"henriM","Maynard F. Jost R. Wal JM.","Human IgE binding capacity of tryptic peptides from bovine alpha-lactalbumin","Int Arch Allergy Immunol",,1997,"113",,,"478","488","The specific IgE binding capacity of native bovine alpha-lactalbumin (alpha-La),
a globular whey protein, and tryptic peptides was investigated using 19 sera
from patients with cow's milk protein allergy. The specific anti-bovine alpha-La
IgE titers ra",FAUX
1783,,"henriM","Yasuhara T. Takai T. Yuuki T. Okudaira H. Okumura Y.","Biologically active recombinant forms of a major house dust mite group 1 allergen Der f 1 with full activities of both cysteine protease and IgE binding","Clin Exp Allergy",,2001,"31",,,"116","124","Group 1 allergens from mite faeces, Der f 1 and Der p 1, are the most significant in-door allergens. Therefore, they are the most important component in the standardization of house dust mite extract for diagnosis and allergen-specific immunotherapy (AIT)",VRAI
1784,,"henriM","Helm RM. Cockrell G. Connaughton C. Sampson HA. Bannon GA. Beilinson V. Nielsen NC. Burks AW.","A soybean G2 glycinin allergen. 2. Epitope mapping and three-dimensional modeling","Int Arch Allergy Immunol",,2000,"123",,,"213","219","BACKGROUND: Multiple allergens have been documented in soybean extracts. IgE from individuals allergic to soybeans, but not to peanut, has been shown by immunoblot analysis to bind to proteins with a molecular weight of approximately 22 kD. These findings",FAUX
1785,,"henriM","Rigby LJ. Trist H. Snider J. Hulett MD. Hogarth PM. Rigby LJ. Epa VC.","Monoclonal antibodies and synthetic peptides define the active site of FcepsilonRI and a potential receptor antagonist","Allergy",,2000,"55",,,"609","619","Defining the structure of the human high-affinity receptor for IgE, Fc,RI, is crucial to understand the receptor:ligand interaction, and to develop drugs to prevent IgE-dependent allergic diseases. To this end, a series of four anti-FcepsilonRI monoclonal",VRAI
1786,,"henriM","Krebitz M. Wiedermann U. Essl D. Steinkellner H. Wagner B. Turpen TH. Ebner C. Scheiner O. Breiteneder H.","Rapid production of the major birch pollen allergen Bet v 1 in Nicotiana benthamiana plants and its immunological in vitro and in vivo characterization","FASEB J",,2000,"14",,,"1279","1288","Type I allergies are immunological disorders that afflict a quarter of the world's population. Improved diagnosis of allergic diseases and the formulation of new therapeutic approaches are based on the use of recombinant allergens. We describe here for th",VRAI
1787,,"henriM","Mirza O. Henriksen A. Ipsen H. Larsen JN. Wissenbach M. Spangfort MD. Gajhede M.","Dominant epitopes and allergic cross-reactivity: complex formation between a Fab fragment of a monoclonal murine IgG antibody and the major allergen from birch pollen Bet v 1","J Immunol",,2000,"165",,,"331","338","The symptoms characteristic of allergic hypersensitivity are caused by the release of mediators, i.e., histamine, from effector cells such as basophils and mast cells. Allergens with more than one B cell epitope cross-link IgE Abs bound to high affinity F",VRAI
1788,,"henriM","Pham NH. Weiner JM. Reisner GS. Baldo BA.","Anaphylaxis to chlorhexidine. Case report. Implication of immunoglobulin E antibodies and identification of an allergenic determinant","Clin Exp Allergy",,2000,"30",,,"1001","1007","BACKGROUND: There are many reports of allergic reactions, including anaphylaxis, following exposure to chlorhexidine. Reactions may occur via contact with the skin and mucous membranes or from catheters treated with the antibacterial agent. Apart from imp",VRAI
1789,,"henriM","Rajagopal D. Ganesh KA. Subba Rao PV.","Modulation of allergen-specific immune responses to the major shrimp allergen, tropomyosin, by specific targeting to scavenger receptors on macrophages","Int Arch Allergy Immunol",,2000,"121",,,"308","316","BACKGROUND: Tropomyosin from shrimp is the major cross-reacting crustacean food allergen. Earlier studies have led to the purification and immunochemical characterization of the major IgE binding epitopes of the allergen. Maleylated proteins are known to ",FAUX
1790,,"henriM","Maleki SJ. Kopper RA. Shin DS. Park CW. Compadre CM. Sampson HA. Burks AW. Bannon GA.","Structure of the major peanut allergen Ara h 1 may protect IgE-binding epitopes from degradation","J Immunol",,2000,"164",,,"5844","5849","In the past decade, there has been an increase in allergic reactions to peanut proteins, sometimes resulting in fatal anaphylaxis. The development of improved methods for diagnosis and treatment of peanut allergies requires a better understanding of the s",VRAI
1791,,"henriM","Vrtala S. Akdis CA. Budak F. Akdis M. Blaser K. Kraft D. Valenta R.","T cell epitope-containing hypoallergenic recombinant fragments of the major birch pollen allergen, Bet v 1, induce blocking antibodies","J Immunol",,2000,"165",,,"6653","6659","Allergen-specific immunotherapy represents one of the few curative approaches toward type I allergy. Up to 25% of allergic patients are sensitized against the major birch pollen allergen, Bet v 1. By genetic engineering we produced two recombinant (r) Bet",VRAI
1792,,"henriM","Kwaasi AA. Harfi HA. Parhar RS. Collison KS. Al-Sedairy ST. Al-Mohanna FA.","Cultivar-specific IgE-epitopes in date (Phoenix dactylifera L.) fruit allergy. Correlation of skin test reactivity and IgE-binding properties in selecting date cultivars for allergen standardization","Int Arch Allergy Immunol",,2000,"123",,,"137","144","BACKGROUND: Date fruits are allergenic and standardized extracts are required for diagnosis and therapy of this allergy. Since there are several cultivars of dates, this study was carried out to assess the allergenicity of different cultivars in order to ",FAUX
1793,,"henriM","Takai T. Yuuki T. Iwamoto-Yasue N. Okumura K. Ra C.","Epitope analysis and primary structures of variable regions of anti-human FcepsilonRI monoclonal antibodies, and expression of the chimeric antibodies fused with human constant regions","Biosci Biotechnol Biochem",,2000,"64",,,"1856","1867","The structural analysis of monoclonal antibodies (mAbs) against the alpha subunit of the high affinity IgE receptor (FcepsilonRIalpha) is an alternative approach to obtaining information for the design of inhibitors that will block complementary interacti",FAUX
